country,region,rank,score,gdp,support,health,freedom,generosity,corruption,year
Burundi,Sub-Saharan Africa,145,3.775000,0.046000,0.447000,0.380000,0.220000,0.176000,0.180000,2019
Zimbabwe,Sub-Saharan Africa,146,3.663000,0.366000,1.114000,0.433000,0.361000,0.151000,0.089000,2019
Haiti,Latin America and Caribbean,147,3.597000,0.323000,0.688000,0.449000,0.026000,0.419000,0.110000,2019
Botswana,Sub-Saharan Africa,148,3.488000,1.041000,1.145000,0.538000,0.455000,0.025000,0.100000,2019
Syria,Middle East and Northern Africa,149,3.462000,0.619000,0.378000,0.440000,0.013000,0.331000,0.141000,2019
Malawi,Sub-Saharan Africa,150,3.410000,0.191000,0.560000,0.495000,0.443000,0.218000,0.089000,2019
Yemen,Middle East and Northern Africa,151,3.380000,0.287000,1.163000,0.463000,0.143000,0.108000,0.077000,2019
Rwanda,Sub-Saharan Africa,152,3.334000,0.359000,0.711000,0.614000,0.555000,0.217000,0.411000,2019
Tanzania,Sub-Saharan Africa,153,3.231000,0.476000,0.885000,0.499000,0.417000,0.276000,0.147000,2019
Afghanistan,Southern Asia,154,3.203000,0.350000,0.517000,0.361000,0.000000,0.158000,0.025000,2019
Central African Republic,Sub-Saharan Africa,155,3.083000,0.026000,0.000000,0.105000,0.225000,0.235000,0.035000,2019
South Sudan,Sub-Saharan Africa,156,2.853000,0.306000,0.575000,0.295000,0.010000,0.202000,0.091000,2019
